ID SENTENÇA;SENTENÇA;ID EXTRAÇÃO;ARG1;REL;ARG2;COERÊNCIA;MINIMALIDADE;MÓDULO SUJEITO;MÓDULO RELAÇÃO;MÓDULO ARG2;
"70";"Um investidor com alguma sorte e £ 10,000 em títulos poderia esperar receber £ 125 em prêmios , por ano . ";"1.0";"Um investidor com alguma sorte e £ 10,000 em títulos ";" poderia esperar";"receber £ 125 em prêmios ";"";"";"1";"1";"1";
"";"";"2.0";"Um investidor com alguma sorte e £ 10,000 em títulos ";" poderia esperar";"receber £ 125 em prêmios , por ano ";"";"";"1";"1";"1";
"71";"Se eles o fizessem , a Premium Bonds seria indistinguível de as contas poupança comuns . ";"1.0";"eles ";" o fizessem";"";"";"";"1";"1";"1";
"";"";"2.0";"a Premium Bonds ";" seria";"indistinguível de as contas poupança comuns ";"";"";"1";"1";"1";
"72";"O dinheiro investido en o Premium Bonds , e em outras contas de o National Savings & Investments , é usado para ajudar a financiar os gastos de o Governo . ";"";"";"";"";"";"";"";"";
"73";"Isso não impediu os investidores de se reunirem para colocar o seu dinheiro en os fundos . ";"1.0";"Isso ";" não impediu";"os investidores de se reunirem para colocar o seu dinheiro ";"";"";"1";"1";"1";
"";"";"2.0";"Isso ";" não impediu";"os investidores de se reunirem para colocar o seu dinheiro en os fundos ";"";"";"1";"1";"1";
"74";"Ele foi seguido por os fundos Aviva Investors Multi Strategy Target Return and Income , en os quais os investidores colocaram £ 2bn e £ 1,4bn , respectivamente . ";"1.0";"Ele ";" foi seguido";"por os fundos Aviva Investors Multi Strategy Target Return and ";"";"";"1";"1";"1";
"";"";"2.0";"os investidores ";" colocaram";"£ 2bn e £ 1,4bn , respectivamente ";"";"";"1";"1";"1";
"";"";"3.0";"os investidores ";" colocaram";"en os quais ";"";"";"1";"1";"1";
"75";"Isto significa que eles não se beneficiaram de a elevação que a queda de a libra deu a os ativos financeiros exteriores . ";"1.0";"eles ";" não se beneficiaram";"de a elevação que a queda de a libra deu a os ativos financeiros ";"";"";"1";"1";"1";
"";"";"2.0";"eles ";" não se beneficiaram";"de a elevação que a queda de a libra deu a os ativos financeiros exteriores ";"";"";"1";"1";"1";
"";"";"3.0";"eles ";" não se beneficiaram";"de a elevação que a queda de a libra deu exteriores ";"";"";"1";"1";"0";
"";"";"4.0";"a queda de a libra ";" deu";"a os ativos financeiros ";"";"";"1";"1";"1";
"";"";"5.0";"a queda de a libra ";" deu";"a os ativos financeiros exteriores ";"";"";"1";"1";"1";
"";"";"6.0";"a queda de a libra ";" deu";"a os ativos financeiros que ";"";"";"1";"1";"1";
"76";"A Adidas está ajudando a limpar os oceanos de a Terra , usando os resíduos que flutuam por o mundo para fazer sapatos . ";"1.0";"A Adidas ";" está ajudando";"a limpar os oceanos de a Terra ";"";"";"1";"1";"1";
"";"";"2.0";"A Adidas ";" está ajudando";"a limpar os oceanos de a Terra , usando os resíduos que flutuam por o mundo ";"";"";"1";"1";"1";
"";"";"3.0";"A Adidas ";" está ajudando";"a limpar os oceanos de a Terra , usando os resíduos que flutuam por o mundo para fazer sapatos ";"";"";"1";"1";"1";
"";"";"4.0";"A Adidas ";" está ajudando";"usando os resíduos que flutuam por o mundo ";"";"";"1";"1";"0";
"";"";"5.0";"A Adidas ";" está ajudando";"usando os resíduos que flutuam para fazer sapatos ";"";"";"1";"1";"0";
"";"";"6.0";"que ";" flutuam";"por o mundo ";"";"";"1";"1";"1";
"";"";"7.0";"que ";" flutuam";"por o mundo para fazer sapatos ";"";"";"1";"1";"1";
"";"";"8.0";"que ";" flutuam";"para fazer sapatos ";"";"";"1";"1";"0";
"77";"O consumidor pode impulsionar a procura por a mudança . ";"1.0";"O consumidor ";" pode impulsionar";"a procura por a mudança ";"";"";"1";"1";"1";
"78";"Em janeiro , um relatório importante disse que os oceanos conteriam mais plástico de o que peixes até 2050 , a menos que o mundo tomasse uma atitude radical para impedir que os lixos vazassem para os mares . ";"1.0";"um relatório importante ";" disse";"Em janeiro ";"";"";"1";"1";"1";
"";"";"2.0";"os oceanos ";" tomasse";"uma atitude radical ";"";"";"1";"1";"1";
"";"";"3.0";"os oceanos ";" tomasse";"uma atitude radical para impedir ";"";"";"1";"1";"1";
"";"";"4.0";"os lixos ";" vazassem";"para os mares ";"";"";"1";"1";"1";
"";"";"5.0";"os oceanos ";" conteriam";"mais plástico de o que peixes ";"";"";"1";"1";"1";
"";"";"6.0";"os oceanos ";" conteriam";"mais plástico de o que peixes até 2050 ";"";"";"1";"1";"1";
"";"";"7.0";"os oceanos ";" conteriam";"mais plástico de o que peixes até 2050 , a menos que o mundo ";"";"";"1";"1";"1";
"";"";"8.0";"os oceanos ";" conteriam";"mais plástico de o que peixes , a menos que o mundo ";"";"";"1";"1";"0";
"79";"Após algumas cirurgias geniais e muito trabalho duro de reabilitação , eu tive uma recuperação completa . ";"1.0";"eu ";" tive";"uma recuperação completa ";"";"";"1";"1";"1";
"";"";"2.0";"eu ";" tive";"uma recuperação completa Após algumas cirurgias geniais e muito trabalho duro de reabilitação ";"";"";"1";"1";"1";
"80";"Advertindo que o SNS estava agora sob " enorme pressão " , ele pediu a o público para assumir mais responsabilidade por a sua própria saúde . ";"1.0";"o SNS ";" estava";"agora sob "" enorme pressão "" ";"";"";"1";"1";"1";
"";"";"2.0";"o SNS ";" estava";"sob "" enorme pressão "" ";"";"";"1";"1";"0";
"";"";"3.0";"ele ";" pediu";"a o público ";"";"";"1";"1";"1";
"";"";"4.0";"ele ";" pediu";"a o público para assumir mais responsabilidade ";"";"";"1";"1";"1";
"";"";"5.0";"ele ";" pediu";"a o público para assumir mais responsabilidade por a sua própria saúde ";"";"";"1";"1";"1";
"";"";"6.0";"ele ";" pediu";"a o público Advertindo ";"";"";"1";"1";"1";
"";"";"7.0";"ele ";" pediu";"a o público por a sua própria saúde ";"";"";"1";"1";"0";
"81";"Quatro em cada 10 adultos ficaram feridos devido a o mau tempo , enquanto nove em cada dez subestimam o quão fria a Grã - Bretanha pode ser en o inverno . ";"1.0";"Quatro em cada 10 adultos ";" ficaram";"feridos ";"";"";"1";"1";"1";
"";"";"2.0";"Quatro em cada 10 adultos ";" ficaram";"feridos devido a o mau tempo ";"";"";"1";"1";"1";
"";"";"3.0";"Quatro em cada 10 adultos ";" ficaram";"feridos devido a o mau tempo subestimam , enquanto nove em cada dez ";"";"";"1";"1";"1";
"";"";"4.0";"Quatro em cada 10 adultos ";" ficaram";"feridos devido a o mau tempo subestimam , enquanto nove em cada dez o ";"";"";"1";"1";"1";
"";"";"5.0";"Quatro em cada 10 adultos ";" ficaram";"feridos subestimam , enquanto nove em cada dez ";"";"";"1";"1";"0";
"";"";"6.0";"Quatro em cada 10 adultos ";" ficaram";"feridos o ";"";"";"1";"1";"0";
"";"";"7.0";"quão fria a Grã - Bretanha ";" pode ser";"en o inverno ";"";"";"1";"1";"1";
"82";"Eles vão atuar en o sábado , 10 de junho . ";"1.0";"Eles ";" vão atuar";"en o sábado , 10 de junho ";"";"";"1";"1";"1";
"83";"O ano passado foi um ano incrível e estou pronto para que possamos voltar ainda melhor em 2017 . ";"1.0";"O ano passado ";" foi";"um ano incrível ";"";"";"1";"5";"1";
"84";"Ela começou en o RSC en o meio de os anos sessenta , atuando como internada de asilo en o Marat / Sade . ";"1.0";"Ela ";" começou";"en o RSC ";"";"";"1";"1";"1";
"";"";"2.0";"Ela ";" começou";"en o RSC en o meio de os anos sessenta ";"";"";"1";"1";"1";
"";"";"3.0";"Ela ";" começou";"en o RSC en o meio de os anos sessenta , atuando como internada de asilo ";"";"";"1";"1";"1";
"";"";"4.0";"Ela ";" começou";"en o RSC en o meio de os anos sessenta , atuando como internada de asilo en o Marat Sade ";"";"";"1";"1";"1";
"";"";"5.0";"Ela ";" começou";"en o meio de os anos sessenta ";"";"";"1";"1";"0";
"";"";"6.0";"Ela ";" começou";"atuando como internada de asilo ";"";"";"1";"1";"0";
"";"";"7.0";"Ela ";" começou";"atuando en o Marat Sade ";"";"";"1";"1";"0";
"85";"O vestido é contemporâneo . ";"1.0";"O vestido ";" é";"contemporâneo ";"";"";"1";"1";"1";
"86";"De onde vem toda a sua energia ? ";"";"";"";"";"";"";"";"";
"87";"Ou essa sua voz , que pode explodir com uma força para induzir ondas de choque ? ";"1.0";"que ";" pode explodir";"com uma força ";"";"";"1";"1";"1";
"";"";"2.0";"que ";" pode explodir";"com uma força para induzir ondas de choque ";"";"";"1";"1";"1";
"";"";"3.0";"que ";" pode explodir";"para induzir ondas de choque ";"";"";"1";"1";"0";
"88";"O seu pescoço avança em confronto com veias acentuadas , as suas mãos tremem . ";"1.0";"O seu pescoço ";" avança";"em confronto ";"";"";"1";"1";"1";
"";"";"2.0";"O seu pescoço ";" avança";"em confronto com veias acentuadas ";"";"";"1";"1";"1";
"";"";"3.0";"O seu pescoço ";" avança";"em confronto com veias acentuadas , as suas mãos tremem ";"";"";"1";"1";"1";
"";"";"4.0";"O seu pescoço ";" avança";"com veias acentuadas ";"";"";"1";"1";"0";
"";"";"5.0";"O seu pescoço ";" avança";"as suas mãos tremem ";"";"";"1";"1";"0";
"89";"Mas tendo permitido que Glenda mandasse tão bem , quem poderia culpá - lo ? ";"1.0";"Glenda ";" mandasse";"tão bem ";"";"";"1";"1";"1";
"";"";"2.0";"quem ";" poderia culpá -";"lo ";"";"";"1";"1";"1";
"90";"Ele trabalhou en o setor de as notícias e de os assuntos atuais , en a rádio e en a televisão durante décadas . ";"1.0";"Ele ";" trabalhou";"en o setor de as notícias ";"";"";"1";"1";"1";
"";"";"2.0";"Ele ";" trabalhou";"en o setor de as notícias e de os assuntos atuais , en a rádio e en a televisão durante décadas ";"";"";"1";"1";"1";
"";"";"3.0";"Ele ";" trabalhou";"en o setor e de os assuntos atuais , en a rádio e en a televisão durante décadas ";"";"";"1";"1";"0";
"91";"Em teoria , se for bem feito , não é detectável . ";"";"";"";"";"";"";"";"";
"92";"Largue o microfone . ";"";"";"";"";"";"";"";"";
"93";"Segundo a própria contagem de o diretor , até a a data , ele fez oito longas - metragens . ";"1.0";"ele ";" fez";"oito longas - metragens ";"";"";"1";"1";"1";
"";"";"2.0";"ele ";" fez";"Segundo a própria contagem de o diretor ";"";"";"1";"1";"1";
"";"";"3.0";"ele ";" fez";"Segundo a própria contagem de o diretor , até a a data ";"";"";"1";"1";"1";
"94";"O cinema tinha mudado tão drasticamente que Hollywood tinha alienado o público familiar . ";"1.0";"Hollywood ";" tinha";"alienado o público familiar ";"";"";"1";"1";"1";
"95";"de o ponto de vista de o realizador , o filme é um ato precário , balançando - se entre comédias familiares e dramas sociais profundos . ";"1.0";"o filme ";" é um ato";"precário , balançando - entre comédias familiares e dramas sociais ";"";"";"1";"1";"1";
"";"";"2.0";"o filme ";" é um ato";"precário , balançando - entre comédias familiares e dramas sociais profundos ";"";"";"1";"1";"1";
"";"";"3.0";"o filme ";" é um ato";"de o ponto de vista ";"";"";"1";"1";"1";
"";"";"4.0";"o filme ";" é um ato";"de o ponto de vista de o realizador ";"";"";"1";"1";"1";
"";"";"5.0";"o filme ";" é um ato";"balançando - entre comédias familiares e dramas sociais ";"";"";"1";"1";"0";
"";"";"6.0";"o filme ";" é um ato";"balançando - entre comédias familiares profundos ";"";"";"1";"1";"0";
"";"";"7.0";"o filme ";" é";"um ato de o ponto de vista ";"";"";"1";"5";"1";
"96";"A um nível , funciona como um aconchegador de corações amigável e despretensioso , que parece feito a a medida para uma sessão de domingo a a tarde . ";"1.0";"que ";" parece feito";"a a medida ";"";"";"1";"1";"1";
"";"";"2.0";"que ";" parece feito";"a a medida para uma sessão de domingo ";"";"";"1";"1";"1";
"";"";"3.0";"que ";" parece feito";"a a medida para uma sessão de domingo a a tarde ";"";"";"1";"1";"1";
"";"";"4.0";"que ";" parece feito";"para uma sessão de domingo ";"";"";"1";"1";"0";
"";"";"5.0";"que ";" parece feito";"para uma sessão a a tarde ";"";"";"1";"1";"0";
"97";"E , claro , tem o Bob , uma constante fonte de entretenimento . ";"";"";"";"";"";"";"";"";
"98";"O resultado , então , dificilmente é o pijama de o gato . ";"1.0";"O resultado ";" então , dificilmente é o pijama";"de o gato ";"";"";"1";"1";"1";
"";"";"2.0";"O resultado ";" então , dificilmente é";"o pijama de o gato ";"";"";"1";"5";"1";
"99";"Para as audiências modernas , maioria de as quais com pouca experiência em conflitos de primeira linha , os feitos de Doss pertencem a a esfera de o inimaginável . ";"1.0";"os feitos de Doss ";" pertencem";"a a esfera de o inimaginável ";"";"";"1";"1";"1";
"";"";"2.0";"os feitos de Doss ";" pertencem";"Para as audiências modernas ";"";"";"1";"1";"1";
"";"";"3.0";"os feitos de Doss ";" pertencem";"Para as audiências modernas , maioria ";"";"";"1";"1";"1";
"";"";"4.0";"os feitos de Doss ";" pertencem";"Para as audiências modernas , maioria de as quais ";"";"";"1";"1";"1";
"";"";"5.0";"os feitos de Doss ";" pertencem";"Para as audiências modernas , maioria de as quais com pouca experiência em conflitos de primeira linha ";"";"";"1";"1";"1";
"100";"A história de o Doss também tem uma qualidade improvável que torna tudo ainda mais atraente . ";"1.0";"A história de o Doss ";" também tem";"uma qualidade improvável ";"";"";"1";"1";"1";
"";"";"2.0";"A história de o Doss ";" também tem";"uma qualidade improvável que torna tudo ainda mais atraente ";"";"";"1";"1";"1";
"";"";"3.0";"que ";" torna";"tudo ainda mais atraente ";"";"";"1";"1";"1";
"101";"Todos os médicos estavam armados , exceto eu . ";"1.0";"Todos os médicos ";" estavam";"armados ";"";"";"1";"1";"1";
"";"";"2.0";"Todos os médicos ";" estavam";"armados , exceto eu ";"";"";"1";"1";"1";
