"ID","SENTENCE","ARG1","REL","ARG2","CONTEXT","A","M","ERR","NORMAL","TRANSITIVE","SYMMETRIC","CONTEXTUAL","INTENTIONAL"
"",""," o caso do  fundão "," é","O presidente da  Federação_Brasileira_das_Associações_de_Bancos ","","0","","4","0","0","1","0","0"
"99","Mulheres tuaregues tatuadas na testa e no queixo compram \croissant\"" de chocolate em lojas francesas de Fez .""","Mulheres tuaregues ","tatuadas na   ","testa ","","1","1","","1","0","0","0","0"
"100","A Petrobrás obteve um lucro líquido de CR$ 141.015 milhões (US$ 598 milhões), CR$ 1,75 por ação, no período de janeiro a novembro de 93 .","A Petrobrás ","obteve um lucro líquido de ","CR$ 141.015 ","","0","","7","1","0","0","0","0"
"101","Amazonense e especialista em direito tributário, Antônio Angarita, 68 que chefia a equipe de transição para o novo governo , é amigo de longa data de Covas .","68","chefia a equipe de ","transição para o novo governo ","","0","","1","1","0","0","0","0"
"","","especialista em direito tributário ","é amigo de ","longa data de Covas ","","1","1","","1","0","0","0","0"
"","","especialista em direito Antônio_Angarita ","é amigo de ","longa data de Covas ","","1","0","","1","0","0","0","0"
"102","Em janeiro deste ano, a Comissão de Valores Mobilários (CVM) regulamentou os Fundos sistema de cotas na compra de imóveis, já adotado na Europa e EUA .","a Comissão_de_Valores_Mobilários ","regulamentou os Fundos sistema de ","cotas na  compra de imóveis ","","1","0","","1","0","0","0","0"
"","","a CVM ","regulamentou os Fundos sistema de ","cotas na  compra de imóveis ","","1","0","","1","0","0","0","0"
"103","Nas oitavas-de-final, a grande \revelação\"" foi o italiano Roberto Baggio .""","a grande \ revelação ""","foi ","o italiano ","","1","1","","1","0","0","0","0"
"","","o italiano ","foi ","a grande \ revelação ""","","1","1","","0","0","1","0","0"
"104","Vira só restaurante sendo que o bar será deslocado para o pátio do fundo, com direito a performance do deejay Bid, mais Bartolo e Hori .","restaurante ","sendo que ","o bar ","","0","","2","1","0","0","0","0"
"","","o bar ","será deslocado para ","o pátio do  fundo ","","1","1","","1","0","0","0","0"
"105","Os processos econômicos, associados à retomada da xenofobia, resultaram numa segregação dos países centrais (interna e externamente) à pobreza, e reaqueceram o debate dos temas étnicos e religiosos .","Os processos econômicos ","associados à   ","retomada da  xenofobia ","","1","1","","1","0","0","0","0"
"","","Os processos econômicos ","resultaram em ","uma segregação dos  países centrais à  pobreza ","","1","0","","1","0","0","0","0"
"","","Os processos econômicos ","reaqueceram o debate dos   ","temas étnicos e religiosos ","","1","0","","1","0","0","0","0"
"106","Empresas e trabalhadores resolvem seu problema e fazem inflação para toda a sociedade .","trabalhadores ","resolvem seu problema","fazem inflação para toda ","","0","","2","1","0","0","0","0"
"","","trabalhadores ","fazem inflação para ","toda a sociedade ","","1","1","","1","0","0","0","0"
"107","O governo fugiu para a cidade de Cyangugu, dentro de uma zona sob proteção de tropas francesas .","O governo ","fugiu para ","a cidade de Cyangugu ","","1","1","","1","0","0","0","0"
"108","Esta é a primeira vez desde 1930 que os EUA conseguem avançar além da fase inicial de um campeonato mundial de futebol .","os EUA ","conseguem avançar além_da ","a fase inicial de um campeonato mundial de futebol ","","1","0","","1","0","0","0","0"
"109","As \canções revolucionárias\, em línguas africanas, são cantadas durante todo o percurso e a marcha está mais para dança .","As \ canções revolucionárias ","são cantadas durante ","todo o percurso ","","1","1","","1","0","0","0","0"
"","","a marcha ","está mais para ","dança "," em línguas africanas","1","1","","1","0","0","1","0"
"110","Num canto da sala, há um mastro de bandeiras pré-revolucionárias .","um canto da  sala ","há um mastro de ","bandeiras pré ","","","","","1","0","0","0","0"
"111","Como consequência os preços tendem a ficar competitivos, obrigando cada vez mais as empresas a buscarem eficiência, sob pena de desaparecerem .","competitivos ","obrigando cada_vez_mais ","as empresas ","Como consequência os preços tendem a ficar ","0","","1","1","0","0","1","0"
"","","as empresas ","buscarem ","eficiência ","Como consequência os preços tendem a ficar competitivos","1","1","","1","0","0","1","0"
"112","Segundo o ministro, é preciso informatizar totalmente para evitar fraudes como as que ocorreram no Rio .","o ministro "," é  preciso  informatizar  totalmente  paraevitar ","fraudes "," como as que ocorreram no  Rio","0","","1","1","0","0","1","0"
"113","Da antiguidade, Magalhães lembrou Cícero \a coisa pública é a coisa do povo\"" e Tito Lívio que analisou a existência de corrupção em Roma .""","Magalhães ","lembrou ","Cícero ","","1","1","","1","0","0","0","0"
"","","a coisa pública ","é a coisa do   ","povo ","","1","1","","1","0","0","0","0"
"","","Tito_Lívio ","analisou a existência de ","corrupção em Roma ","","1","1","","1","0","0","0","0"
"",""," a coisa do  povo "," é","a coisa pública ","","1","1","","0","0","1","0","0"
"114","A série Hebraica/Banco de Boston deste ano foi encerrada no último dia 9, com recital do violinista russo Dmitri Sitkovetski .","Hebraica/Banco_de_Boston deste  ano ","foi encerrada no   ","último dia 9 ","","0","","1","1","0","0","0","0"
"115","O que se vê é um Jagger entediado com seus shows, tocando tamborins ao lado de Richards em um avião, enquanto garotas nuas são atacadas pelos \roadies\"" que acompanham os Stones .""","um Jagger ","entediado com ","seus shows ","","1","1","","1","0","0","0","0"
"","","seus shows ","tocando tamborins ao   ","lado de Richards em um avião "," enquanto garotas nuas são atacadas pelos  \ roadies \"" que acompanham os Stones""","0","","1","1","0","0","1","0"
"","","\ ""","acompanham ","os Stones ","enquanto garotas nuas são atacadas","1","","7","1","0","0","1","0"
"116","A vice-cônsul do Japão no Pará, Sakiko Haayakawa, 25, afirmou que o assassinato da cônsul foi um problema particular .","A vice-cônsul do  Japão no  Pará ","afirmou que o assassinato da   ","cônsul ","","0","","1","1","0","0","0","0"
"","","A vice-cônsul do  Japão no  Sakiko_Haayakawa ","afirmou que o assassinato da   ","cônsul ","","0","","1","1","0","0","0","0"
"","","A vice-cônsul do  Japão no  25 ","afirmou que o assassinato da   ","cônsul ","","0","","1","1","0","0","0","0"
"","","o assassinato da  cônsul ","foi ","um problema particular ","","1","1","","1","0","0","0","0"
"","","A vice-cônsul do  Japão no  Pará ","foi ","um problema particular ","","0","","3","0","1","0","0","0"
"","","A vice-cônsul do  Japão no  Sakiko_Haayakawa ","foi ","um problema particular ","","0","","3","0","1","0","0","0"
"","","A vice-cônsul do  Japão no  25 ","foi ","um problema particular ","","0","","3","0","1","0","0","0"
"","","um problema particular ","foi ","o assassinato da  cônsul ","","1","1","","0","0","1","0","0"
"117","Ciro Gomes, que ninguém fique com falsa impressão, não mudou em nada .",".",".",".",".","","","","","","","",""
"118","Mãe Menininha morreu em Salvador no dia 13 de agosto de 1986 .","Menininha ","morreu em ","Salvador no  dia 13 de agosto de 1986 ","","1","0","","1","0","0","0","0"
"119","Segundo Dória, as experiências do primeiro mundo têm mostrado que os grandes geradores de emprego na última década foram os empreendimentos pequenos e médios .","as experiências do  primeiro mundo ","têm mostrado que os grandes geradores de ","emprego na  última década ","Segundo Dória","0","","1","1","0","0","1","0"
"","","os grandes geradores de emprego na  última década ","foram os empreendimentos pequenos","médios ","Segundo Dória","0","","1","1","0","0","1","0"
"",""," os empreendimentos pequenos e médios "," foram","os grandes geradores de emprego na  última década ","","1","0","","0","0","1","0","0"
"120","O ministro Rubens Ricupero (Fazenda) negou que os recursos tenham sido desviados para fins não-sociais .","Rubens_Ricupero ","negou que ","os recursos ","","0","","2","1","0","0","0","0"
"","","os recursos ","tenham sido desviados para ","fins ","","0","","1","1","0","0","0","0"
"121","Estreou em 1993, em turnê na Europa e no Japão, com coreografia da própria dançarina e músicas de Verdi (no 1º ato) e Gipsy Kings e Paco de Lucia (no 2º) .",".",".",".",".","","","","","","","",""
"122","A Sabesp está estudando um contrato de parceria com algumas empresas privadas para fazer a segurança da adutora .","A Sabesp ","está estudando um contrato de ","parceria com algumas empresas ","","1","0","","1","0","0","0","0"
"","","um contrato de parceria com algumas empresas ","privadas para fazer a segurança da   ","adutora ","","0","","7","1","0","0","0","0"
"123","Segundo Ranschburg, a empresa já pagou as duas parcelas da concordata, mas há ainda pendências judiciais com relação à correção monetária .","a empresa ","pagou as duas parcelas da   ","concordata "," mas há ainda pendências judiciais com relação à  correção monetária","1","1","","1","0","0","1","0"
"124","Corman chega a rodar dois filmes simultaneamente utilizando os mesmos cenários .","Corman ","chega a rodar ","dois filmes ","","1","1","","1","0","0","0","0"
"","","dois filmes ","utilizando ","os mesmos cenários ","","1","1","","1","0","0","0","0"
"125","O mais famoso deles, Wernher von Braun, teve papel fundamental no programa americano Apollo de pousos na Lua .","Wernher ","von ","Braun ","","0","","7","1","0","0","0","0"
"","","O mais famoso deles  ","teve papel fundamental no   ","programa americano ","","1","1","","1","0","0","0","0"
"126","Nos supermercados, a carne de primeira subiu 39% desde 1º de julho e a de segunda subiu 18,5%, segundo levantamento feito pela Companhia Regional de Abastecimento Integrado de Santo André .","a carne de primeira ","subiu 39 % desde ","1º de julho ","segundo levantamento feito pela","1","1","","1","0","0","1","0"
"127","Naquele dia, ele voltava ao time depois de uma outra contusão no mesmo pé, sofrida na partida contra o Náutico, em Recife, a 17 de agosto .","ele ","voltava ao   ","time ","","1","1","","1","0","0","0","0"
"","","dia ","sofrida na   ","partida contra o Náutico "," em Recife","0","","1","1","0","0","1","0"
"128","Os integrantes dessa força, os primeiros de nacionalidade não americana a chegarem ao Haiti são de Antígua, Barbados, Belize, Jamaica e Trinidad-Tobago .","os primeiros de nacionalidade não americana ","chegarem ao   ","Haiti ","","1","1","","1","0","0","0","0"
"","","Haiti ","são de ","Antígua ","","0","","1","1","0","0","0","0"
"","","Haiti ","são de ","Barbados ","","0","","1","1","0","0","0","0"
"","","Haiti ","são de ","Belize ","","0","","1","1","0","0","0","0"
"","","Haiti ","são de ","Jamaica ","","0","","1","1","0","0","0","0"
"","","Haiti ","são de ","Trinidad-Tobago ","","0","","1","1","0","0","0","0"
"129","O engenheiro Gilson Rondinelli Filho, gerente da Telesp Celular, estima que São Paulo terá 500 mil telefones celulares móveis até o final de 95 .","Gilson_Rondinelli_Filho ","estima que ","São_Paulo ","","0","","2","1","0","0","0","0"
"","","São_Paulo ","terá 500 mil telefones celulares móveis até ","o final de 95 ","","1","1","","1","0","0","0","0"
"130","Drasco Todos jogadores que treinei sabem quem é Tostão, o melhor atacante da história do futebol para manter uma bola, organizar o jogo, fazer a tabela .","Todos jogadores ","treinei sabem é ","Tostão ","","0","","2","1","0","0","0","0"
"","","o melhor atacante da  história do  futebol ","manter ","uma bola ","","1","1","","1","0","0","0","0"
"","","Tostão ","organizar ","o jogo ","","1","1","","1","0","0","0","0"
"","","Tostão ","fazer ","a tabela ","","1","1","","1","0","0","0","0"
"131","A direção do Decap, entretanto, demonstra reservas em relação ao uso das cantinas por pessoas de fora das delegacias .","A direção do  Decap ","demonstra reservas em ","relação ao  uso das  cantinas por pessoas ","","1","1","","1","0","0","0","0"
"132","Com isso, só falta marcar a data exata para a convocação extra dos parlamentares .",".",".",".",".","","","","","","","",""
"133","Luiz Appolonio Neto, presidente da Sabesp, informa que em 3 de maio a empresa executou a reposição da calçada do imóvel .","Luiz_Appolonio_Neto ","informa que em ","3 de maio ","","0","","1","1","0","0","0","0"
"","","a empresa ","executou a reposição da   ","calçada do  imóvel ","","1","1","","1","0","0","0","0"
"134","Importante lembrar que a violência, hoje, acontece fora dos estádios, nas torcidas e, também, dentro das quatro linhas, entre jogadores, técnicos, juízes etc .","Importante ","lembrar que ","a violência ","","0","","2","1","0","0","0","0"
"","","a violência ","acontece fora_dos ","os estádios ","","1","1","","1","0","0","0","0"
"135","O PPR de Paulo Maluf era seu principal opositor em plenário .","O PPR de Paulo_Maluf ","era seu principal opositor em ","plenário ","","1","1","","1","0","0","0","0"
"136","Até mesmo na Organização pela Libertação da Palestina (OLP) houve críticas ao líder .","Organização pela  Libertação da  Palestina ","houve críticas ao   ","líder ","","1","1","","1","0","0","0","0"
"","","Organização pela  Libertação da  OLP ","houve críticas ao   ","líder ","","0","","1","1","0","0","0","0"
"137","O Hospital Memorial Jackson, de Miami, informa que 16% das internações foram de estrangeiros sem documentos .","O Hospital_Memorial_Jackson ","informa que 16 % das   ","internações ","","0","","1","1","0","0","0","0"
"","","16 % das  internações ","foram de ","estrangeiros sem documentos ","","1","0","","1","0","0","0","0"
"138","Ela afirma que as escolas e as pessoas não podem ficar imunes à tecnologia .","Ela ","afirma que as escolas","as pessoas ","","0","","2","1","0","0","0","0"
"","","as pessoas "," não podem ficar imunes à   ","tecnologia ","","1","1","","1","0","0","0","0"
"139","O governo brasileiro tem até o próximo dia 2 para definir como participará da ajuda humanitária da ONU a Ruanda .","O governo brasileiro ","tem até ","o próximo dia 2 "," para definir como participará da  ajuda humanitária da  ONU a Ruanda","1","1","","1","0","0","1","0"
"140","O diretor-geral da Assembléia Legislativa, Abib Miguel, disse que foram levados três computadores e cinco máquinas de escrever eletrônicas .","cinco máquinas ","escrever ","eletrônicas "," disse que foram levados três computadores e ","0","","2","1","0","0","1","0"
"","","cinco máquinas ","escrever ","eletrônicas "," de","0","","2","1","0","0","1","0"
"141","A música sacra se faz presente em \Funeral Sentences\"", que reúne hinos religiosos do compositor inglês interpretados pelo Collegium Vocale, regido por Philippe Herreweghe .""","A música sacra ","faz presente em ","\ Funeral_Sentences """," que reúne hinos religiosos do  compositor inglês interpretados pelo  Collegium_Vocale","1","1","","1","0","0","1","0"
"","","Funeral_Sentences \ ""","regido por ","Philippe_Herreweghe ","","1","1","","1","0","0","0","0"
"142","Exceto o entorpecimento associado ao casamento e à fundação de um novo lar, resta somente a paralisia do fim da história a morte .","o entorpecimento ","associado ao   ","casamento ","","1","1","","1","0","0","0","0"
"","","fundação de um novo lar ","resta somente a paralisia do   ","fim da  história a morte ","","0","","1","1","0","0","0","0"
"143","Nossos esforços estão marcados pelo compromisso em envolver a sociedade como um todo .","Nossos esforços ","estão marcados pelo   ","compromisso ","em envolver a sociedade como um","1","1","","1","0","0","1","0"
"144","O choque de massas de ar, quente e fria, facilita tempestades .","O choque de massas de ar ","facilita ","tempestades ","","1","1","","1","0","0","0","0"
"145","A queda foi ajudada pela retração de 1,69% nos preços dos produtos de higiene pessoal, que acumulam redução de 1,91% no mês .","A ","foi ajudada pela   ","retração de 1,69 % nos  preços dos  produtos de higiene pessoal "," que acumulam redução de 1,91 % no  mês","0","","7","1","0","0","1","0"
"146","Daí, a saída de investir em Pereira, que sinalizaria ao eleitorado paranaense o apoio do grupo de Requião a Lula .","a saída ","investir em ","Pereira "," que sinalizaria ao  eleitorado paranaense o apoio do  grupo de Requião a Lula","1","1","","1","0","0","1","0"
"147","São as regras de implantação e funcionamento do plano que vão dar a ela (ou não) um anteparo (forte ou fraco) à volta da inflação .","funcionamento do  plano ","vão dar ","a ela ","","0","","1","1","0","0","0","0"
"148","Trouxe nos seus ventos de redemocratização, um novo enfoque geopolítico e social, derrubando fronteiras ideológicas, culturais e comerciais entre diversos países .","Trouxe nos  seus ventos de redemocratização ","derrubando ","fronteiras ideológicas ","","0","","2","1","0","0","0","0"
"149","Na partida contra o Japão, Elaina foi responsável por quatro dos dez pontos de bloqueio conquistados pelo time, enquanto Beverly deu a equipe quatro de ataque .","Elaina ","foi responsável por ","quatro dos  dez pontos de bloqueio "," enquanto Beverly deu a equipe quatro de ataque","1","1","","1","0","0","1","0"
"","","responsável por quatro dos  dez pontos de bloqueio ","conquistados pelo   ","time "," enquanto Beverly deu a equipe quatro de ataque","1","1","","1","0","0","1","0"
"150","Keanu Reeves agora é só mais um ator jovem e bonitão que faz papel de policial durão .","Reeves ","é só mais um ator jovem","bonitão "," que faz papel de policial durão","0","","2","1","0","0","1","0"
"","","bonitão ","faz papel de ","policial ","","0","","1","1","0","0","0","0"
"151","Nessa hipótese de variação da Ufir, saem favorecidos os FAFs, que são tributados em 5% do rendimento nominal bruto pelo IR, que incide diretamente na carteira .","hipótese de variação da  Ufir ","saem favorecidos ","os FAFs "," que são tributados em 5 % do  rendimento nominal bruto pelo  IR","1","1","","1","0","0","1","0"
"","","5 % do  rendimento nominal bruto pelo  IR ","incide diretamente na   ","carteira ","que são tributados","1","1","","1","0","0","1","0"
"152","Na Venezuela, Sting cantou músicas do Police, seu antigo grupo, como \Roxanne\"" e \""Every Breath You Take\"", além de \""Bring on the Night\"" e \""A Day in the Life\"", canção dos Beatles de 1967 .""","Sting ","cantou músicas do   ","Police ","","1","1","","1","0","0","0","0"
"153","Paga-se CR$ 7.000,00 por uma das corridas-padrão: \ida para a cidade\ ou \volta da cidade\, que incluem espera para compras .""",".",".",".",".","","","","","","","",""
"154","O IPMF foi criado para vigorar somente até o próximo dia 31 .","O IPMF ","foi criado para vigorar somente até ","o próximo dia 31 ","","1","1","","1","0","0","0","0"
"155","Ele é um grande compositor e um dos grandes responsáveis pelo sucesso do projeto .","Ele ","é um grande compositor","um dos  grandes responsáveis pelo  sucesso do  projeto ","","0","","2","1","0","0","0","0"
"",""," um grande compositor e um dos  grandes responsáveis pelo  sucesso do  projeto "," é","Ele ","","1","0","","0","0","1","0","0"
"156","Radicalizar pelo mundo sobre duas rodas tem dois endereços certos: International Bicycle Fund, agência de cicloturismo em Seatlle (EUA) e Abercrombie & Kent, representada no país pela Interpoint .","Radicalizar pelo  mundo sobre duas rodas ","tem ","dois endereços certos ","","1","1","","1","0","0","0","0"
"","","International_Bicycle_Fund ","representada no   ","país pela  Interpoint ","","1","1","","1","0","0","0","0"
"157","Músicos: Edgard Scandurra, Paulo Tatit, Zaba Moreau, Pedro Ito e Peter Price .",".",".",".",".","","","","","","","",""
"158","Rebeldes islâmicos fugiram em 1992 do Tadjiquistão para o Afeganistão, após derrota para forças controladas por ex-comunistas .","Rebeldes islâmicos ","fugiram em ","1992 do  Tadjiquistão para o Afeganistão "," após derrota para forças controladas por ex-comunistas","1","0","","1","0","0","1","0"
"159","Raciocínio invertido, a Itália tem um time que sabe como provocar as infrações alheias 56, a quarta posição nesse item do torneio .","Raciocínio "," invertido  a  quarta  posição  nesse  ","item do  torneio ","","0","","7","1","0","0","0","0"
"","","a Itália ","tem ","um time "," que sabe como provocar as infrações alheias 56","1","1","","1","0","0","1","0"
"160","A falta de tempo também impede Camila de ir mais ao cinema, ao teatro e a shows .","A falta de tempo ","impede Camila de ir mais ao   ","cinema ","","1","1","","1","0","0","0","0"
"161","As embalagens, 33% .",".",".",".",".","","","","","","","",""
"162","O pessoal da Murk Records, que nõa está morto nem nada, chama o vocal cult de Bobby Fruit em \Discipline Reachin\""' .""","O pessoal da  Murk_Records ","chama ","o vocal ","","0","","1","1","0","0","0","0"
"","","o vocal ","cult de ","Bobby_Fruit em \ Discipline_Reachin \"" ""","que nõa está morto nem","0","","7","1","0","0","1","0"
"163","Mejía Barón devolveu a confiança aos mexicanos .","Barón ","devolveu a confiança aos   ","mexicanos ","","1","1","","1","0","0","0","0"
"164","Segundo o técnico Zé Roberto, após as \férias\ a seleção vai aproveitar o intervalo até a fase final da Liga para corrigir as falhas apresentadas na fase classificatória, entre eles o saque e o passe .","o intervalo até a fase final da  Liga ","corrigir ","as falhas "," após as \ férias \"" a seleção vai aproveitar ""","0","","1","1","0","0","1","0"
"","","o intervalo até a fase final da  Liga ","corrigir ","as falhas "," para","0","","1","1","0","0","1","0"
"","","as falhas ","apresentadas na   ","fase classificatória "," após as \ férias \"" a seleção vai aproveitar o intervalo até a fase final da  Liga para corrigir ""","1","1","","1","0","0","1","0"
"165","Por 30 minutos, foi ele quem impediu que o grupo matasse I.C.A.C. até a chegada do reforço da PM .","30 minutos ","foi ","ele ","","0","","2","1","0","0","0","0"
"","","ele ","impediu que ","o grupo ","","0","","1","1","0","0","0","0"
"","","o grupo ","matasse I.C.A.C. até ","a chegada do  reforço da  PM ","","0","","2","1","0","0","0","0"
"166","Com volante de diâmetro grande demais, a direção do Corsa é mais macia em manobras .","a direção do  Corsa ","é mais macia em ","manobras ","","1","1","","1","0","0","0","0"
"167","Ele disse que vai consultar o Supremo Tribunal Federal para saber se as emendas aprovadas podem ser promulgadas antes do encerramento oficial da revisão, marcada para o próximo dia 31 .","as emendas ","aprovadas podem ser promulgadas antes do   ","encerramento oficial da  revisão ","Ele disse que vai consultar o Supremo_Tribunal_Federal para saber","1","0","","1","0","0","1","0"
"","","encerramento oficial da  revisão ","marcada para ","o próximo dia 31 ","Ele disse que vai consultar o Supremo_Tribunal_Federal para saber se as emendas aprovadas podem ser promulgadas antes","0","","2","1","0","0","1","0"
"168","Segundo Prestes, o último trabalho de Iberê, \Solidão\, será reproduzida no livro, que tem patrocínio do Grupo Gerdau .","Prestes ","será reproduzida no   ","livro "," que tem patrocínio do  Grupo_Gerdau","0","","1","1","0","0","1","0"
"169","A Fundação Oswaldo Aranha, de Volta Redonda (RJ), encerra suas inscrições em 6 de janeiro para os cursos de medicina, odontologia, engenharia civil, processamento de dados, ciências contábeis e educação física .","A Fundação_Oswaldo_Aranha ","encerra suas inscrições em ","6 de janeiro para os cursos de medicina ","","1","0","","1","0","0","0","0"
"","","A Fundação_Oswaldo_Aranha ","encerra suas inscrições em ","6 de janeiro para os cursos de odontologia ","","1","0","","1","0","0","0","0"
"170","De fato, Wright tem em comum com Sulloway um interesse pela biologia como campo onde os fenômenos psíquicos deveriam se explicar .","Wright ","tem em ","comum com Sulloway ","","0","","1","1","0","0","0","0"
"171","Até policiais e bombeiros que trabalharam durante a corrida incentivavam os corredores .","bombeiros ","trabalharam durante ","a corrida ","","1","1","","1","0","0","0","0"
"","","a corrida ","incentivavam ","os corredores ","","0","","1","1","0","0","0","0"
"172","A intervenção veio como medida saneadora, pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos .","A intervenção ","veio como ","medida saneadora "," pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos","1","1","","1","0","0","1","0"
"173","Segundo estimativas de especialistas do ramo, as vendas da rede Little Caesars já superam os US$ 2,2 bilhões ao ano .","Little_Caesars ","superam os US$ 2,2 bilhões ao   ","ano ","Segundo estimativas de especialistas do  ramo","1","1","","1","0","0","1","0"
"174","Os 50 contribuintes mais ricos do país declararam à Receita Federal no ano passado um patrimônio de US$ 11,7 bilhões, mas só recolheram US$ 6,2 milhões de Imposto de Renda no exercício de 1992 .","Os 50 contribuintes mais ricos do  país ","declararam à   ","Receita_Federal no  ano passado "," mas só recolheram US$ 6,2 milhões de Imposto_de_Renda no  exercício de 1992","1","1","","1","0","0","1","0"
"","","Receita_Federal no  ano ","passado um patrimônio de ","US$ 11,7 "," mas só recolheram US$ 6,2 milhões de Imposto_de_Renda no  exercício de 1992","0","","7","1","0","0","1","0"
"175","O produto foi utilizado na iluminação do auditório da Expo Office, segundo projeto da Proinstal .","O produto ","foi utilizado na   ","iluminação do  auditório da  Expo_Office "," segundo projeto da  Proinstal","1","1","","1","0","0","1","0"
"176","Uma vez postos na mesa, come-se aleatoriamente, experimentando as sensações do doce, picante, ácido, salgado e do amargo, brincando com o palato, nesta que é uma das mais originais e criativas cozinhas do planeta .","Uma vez ","postos na   ","mesa ","","0","","1","1","0","0","0","0"
"","","mesa ","come ","#REF!","","0","","7","1","0","0","0","0"
"","","mesa ","experimentando as sensações do   ","doce ","","0","","1","1","0","0","0","0"
"","","mesa ","salgado  ","amargo ","","0","","7","1","0","0","0","0"
"","","mesa ","do   ","amargo ","","0","","7","1","0","0","0","0"
"","","mesa ","brincando com ","o palato ","","0","","1","1","0","0","0","0"
"177","Rosa Bonini Alves Aos 91, viúva de Antonio Alves .","Rosa_Bonini_Alves_Aos 91 ","viúva de ","Antonio_Alves ","","1","1","","1","0","0","0","0"
"178","O TRT (Tribunal Regional do Trabalho) julgou anteontem a greve não abusiva .","O TRT ","julgou anteontem ","a greve não abusiva ","","1","1","","1","0","0","0","0"
"","","O Tribunal_Regional_do_Trabalho ","julgou anteontem ","a greve não abusiva ","","1","1","","1","0","0","0","0"
"179","Serras transformam toras em pranchas, máquinas ruidosas produzem painéis de madeira para portas, turistas se divertem num balneário com fontes de água quente e uma barragem hidrelétrica funciona a pleno vapor .","Serras ","transformam toras em_pranchas ","turistas "," se divertem em um balneário com fontes de água quente e uma barragem hidrelétrica funciona a pleno vapor","0","","7","1","0","0","1","0"
"","","máquinas ruidosas ","produzem painéis de ","madeira para portas ","","1","1","","1","0","0","0","0"
"","","uma barragem hidrelétrica ","funciona a ","pleno vapor ","","1","1","","1","0","0","0","0"
"180","O BNDES vai implantar até o final do ano uma nova linha de financiamento para aquisição de máquinas agrícolas, voltada ao pequeno produtor rural .","O BNDES ","vai implantar até ","o final do  ano ","","0","","1","1","0","0","0","0"
"","","uma nova linha de financiamento para aquisição de máquinas agrícolas ","voltada ao   ","pequeno produtor rural ","","0","","1","1","0","0","0","0"
"181","Seus bichinhos de pelúcia com diálogos pornográficos são representativos dessa nova idéia fluida e primária de militância política .","Seus bichinhos de pelúcia com diálogos pornográficos ","são representativos dessa   ","nova idéia ","","1","1","","1","0","0","0","0"
"182","Venceu o holandês Richard Krajicek e só parou diante de Sampras .",".",".",".",".","","","","","","","",""
"183","Minha missão é continuar até quando a caneta tiver criatividade para satisfazer necessidades do homem .","Minha missão ","é continuar até ","quando ","","0","","1","1","0","0","0","0"
"","","a caneta ","tiver criatividade para satisfazer necessidades do   ","homem ","","0","","1","1","0","0","0","0"
"184","Na verdade, se fosse para fazer controle de preços, o governo não precisaria ter inventado a Unidade Real de Valor, uma quase-moeda, na transição entre o cruzeiro e o real .","o governo "," não precisaria ter inventado a ","Unidade_Real_de_Valor "," se fosse para fazer controle de preços","","","","1","0","0","1","0"
"","","o governo ","inventou a","Unidade_Real_de_Valor ","se não fosse para fazer controle de preços","1","1","","0","0","0","1","1"
"","","o governo ","inventou a","Unidade_Real_de_Valor ","","1","1","","0","0","0","0","1"
"185","As mesmas divergências acontecem com o PP .","As mesmas divergências ","acontecem com ","o PP ","","1","1","","1","0","0","0","0"
"186","A Comissão dos Descobrimentos é uma das financiadoras do filme, entrando com um terço do orçamento total de US$ 220 mil .","A Comissão dos  Descobrimentos ","é uma das   ","financiadoras do  filme ","","1","1","","1","0","0","0","0"
"","","uma das  financiadoras do  filme ","entrando com ","um terço do  orçamento total de US$ ","","0","","7","1","0","0","0","0"
"","","A Comissão dos  Descobrimentos ","entrando com ","um terço do  orçamento total de US$ ","","0","","7","0","1","0","0","0"
"",""," uma das  financiadoras do  filme "," é","A Comissão dos  Descobrimentos ","","1","1","","0","0","1","0","0"
"187","Em São Paulo, a espera para votar não foi muito grande .","a espera ","votar não foi muito ","grande ","Em São_Paulo","0","","1","1","0","0","1","0"
"188","São operações de renda fixa que combinam compras e vendas simultâneas de contratos de opções e que tinham sido feitas até o final de 1993, quando foram proibidas para investidores estrangeiros .","operações de renda fixa ","combinam compras","vendas simultâneas de contratos de opções "," quando foram proibidas para investidores estrangeiros","0","","2","1","0","0","1","0"
"","","vendas simultâneas de contratos de opções ","tinham sido feitas até ","o final de 1993 "," quando foram proibidas para investidores estrangeiros","1","1","","1","0","0","1","0"
"189","O gerente da empresa, Hilton Naetzke, disse que a empresa estava providenciando sua transferência para o parque industrial da cidade .","O gerente da  empresa ","disse que ","a empresa ","","0","","2","1","0","0","0","0"
"","","O gerente da  Hilton_Naetzke ","disse que ","a empresa ","","0","","2","1","0","0","0","0"
"","","a empresa ","estava providenciando sua transferência para ","o parque industrial da  cidade ","","1","1","","1","0","0","0","0"
"190","Folha Algumas empresas de Santa Catarina e de São Paulo reajustaram seus preços como consequência do dissídio salarial concedido aos seus trabalhadores .","São_Paulo ","reajustaram seus preços como consequência do   ","dissídio salarial ","","1","1","","1","0","0","0","0"
"","","consequência do  dissídio salarial ","concedido aos   ","seus trabalhadores ","","1","1","","1","0","0","0","0"
